Data_Referencia,COGNOM,Valor,ORDRE_COGNOM
2024-01-01,LEON,1949,1
2024-01-01,LOZANO,1949,2
2024-01-01,SANTOS,1922,1
2024-01-01,LEON,1921,2
2024-01-01,IBAÑEZ,1918,2
2024-01-01,SUAREZ,1911,2
2024-01-01,GUERRERO,1905,1
2024-01-01,CANO,1896,2
2024-01-01,IBAÑEZ,1888,1
2024-01-01,CAMPOS,1887,2
2024-01-01,LOZANO,1855,1
2024-01-01,DURAN,1845,2
2024-01-01,ARIAS,1842,2
2024-01-01,CALVO,1824,1
2024-01-01,CANO,1782,1
2024-01-01,COSTA,1778,1
2024-01-01,ARIAS,1776,1
2024-01-01,RIVERA,1757,1
2024-01-01,CALVO,1750,2
2024-01-01,PONS,1735,1
2024-01-01,MENDOZA,1721,2
2024-01-01,FONT,1718,1
2024-01-01,HUSSAIN,1710,1
2024-01-01,SEGURA,1705,1
2024-01-01,SOLE,1699,2
2024-01-01,SOLE,1686,1
2024-01-01,CASAS,1680,1
2024-01-01,PONS,1634,2
2024-01-01,MENDOZA,1633,1
2024-01-01,IGLESIAS,1632,2
2024-01-01,SEGURA,1629,2
2024-01-01,COSTA,1627,2
2024-01-01,RIVERA,1623,2
2024-01-01,FUENTES,1615,1
2024-01-01,MARQUEZ,1608,1
2024-01-01,GRAU,1601,1
2024-01-01,PUJOL,1591,1
2024-01-01,CASAS,1588,2
2024-01-01,MORA,1588,2
2024-01-01,GARRIDO,1585,2
2024-01-01,FUENTES,1575,2
2024-01-01,MARQUEZ,1569,2
2024-01-01,IGLESIAS,1567,1
2024-01-01,FONT,1562,2
2024-01-01,PUJOL,1558,2
2024-01-01,SILVA,1548,1
2024-01-01,MORA,1545,1
2024-01-01,GARRIDO,1532,1
2024-01-01,CABRERA,1510,1
2024-01-01,CARRASCO,1506,1
2024-01-01,GRACIA,1488,2
2024-01-01,ROIG,1478,1
2024-01-01,ROVIRA,1478,1
2024-01-01,WANG,1474,1
2024-01-01,SALA,1466,1
2024-01-01,SILVA,1466,2
2024-01-01,GALLEGO,1460,2
2024-01-01,GRACIA,1443,1
2024-01-01,RIERA,1437,1
2024-01-01,MAS,1435,1
2024-01-01,VICENTE,1429,2
2024-01-01,BEGUM,1425,2
2024-01-01,FRANCO,1420,1
2024-01-01,SOTO,1416,1
2024-01-01,SALA,1415,2
2024-01-01,GALLEGO,1405,1
2024-01-01,ZHANG,1397,1
2024-01-01,VALLS,1392,1
2024-01-01,GRAU,1389,2
2024-01-01,SOTO,1389,2
2024-01-01,HIDALGO,1388,2
2024-01-01,VEGA,1388,1
2024-01-01,CABALLERO,1382,1
2024-01-01,ROVIRA,1381,2
2024-01-01,CABRERA,1379,2
2024-01-01,VASQUEZ,1377,2
2024-01-01,MAS,1376,2
2024-01-01,VICENTE,1376,1
2024-01-01,RIERA,1375,2
2024-01-01,ROIG,1375,2
2024-01-01,PRIETO,1374,2
2024-01-01,DIEZ,1370,2
2024-01-01,MONTERO,1366,2
2024-01-01,HIDALGO,1360,1
2024-01-01,FRANCO,1358,2
2024-01-01,VASQUEZ,1352,1
2024-01-01,PRIETO,1351,1
2024-01-01,BOSCH,1348,1
2024-01-01,VEGA,1348,2
2024-01-01,PASTOR,1344,2
2024-01-01,CARRASCO,1343,2
2024-01-01,DOMENECH,1336,1
2024-01-01,MONTERO,1335,1
2024-01-01,TOMAS,1324,1
2024-01-01,CABALLERO,1323,2
2024-01-01,DIEZ,1321,1
2024-01-01,VALLS,1317,2
2024-01-01,GARCIA,1309,3
2024-01-01,SORIANO,1284,1
2024-01-01,PARRA,1282,2
2024-01-01,TOMAS,1281,2
2024-01-01,VERA,1272,2
2024-01-01,SIERRA,1269,1
2024-01-01,HERRERO,1268,1
2024-01-01,SIERRA,1266,2
2024-01-01,PARRA,1264,1
2024-01-01,SORIANO,1264,2
2024-01-01,NIETO,1261,2
2024-01-01,DOMINGO,1258,2
2024-01-01,BOSCH,1253,2
2024-01-01,DOMINGO,1253,1
2024-01-01,RIOS,1249,1
2024-01-01,VERA,1247,1
2024-01-01,DOMENECH,1245,2
2024-01-01,SALAZAR,1242,1
2024-01-01,NIETO,1238,1
2024-01-01,PARDO,1226,1
2024-01-01,ESTEBAN,1212,1
2024-01-01,GALLARDO,1211,1
2024-01-01,BENITEZ,1210,1
2024-01-01,KHAN,1208,1
2024-01-01,HERRERO,1199,2
2024-01-01,ESTEBAN,1194,2
2024-01-01,RIVAS,1194,1
2024-01-01,GUZMAN,1192,1
2024-01-01,SALVADOR,1190,1
2024-01-01,BLASCO,1178,2
2024-01-01,MOYA,1173,2
2024-01-01,CARMONA,1161,2
2024-01-01,PARDO,1161,2
2024-01-01,BELTRAN,1157,2
2024-01-01,CARMONA,1157,1
2024-01-01,GUZMAN,1155,2
2024-01-01,RIOS,1154,2
2024-01-01,CARRILLO,1152,1
2024-01-01,PASTOR,1150,1
2024-01-01,RIVAS,1149,2
2024-01-01,BENITEZ,1148,2
2024-01-01,CRESPO,1146,2
2024-01-01,GALLARDO,1146,2
2024-01-01,ANDRES,1145,1
2024-01-01,VILLANUEVA,1144,2
2024-01-01,ROS,1142,1
2024-01-01,PEREIRA,1140,1
2024-01-01,BELTRAN,1135,1
2024-01-01,BRAVO,1133,1
2024-01-01,IZQUIERDO,1126,2
2024-01-01,SALVADOR,1124,2
2024-01-01,CRESPO,1123,1
2024-01-01,LIN,1123,1
2024-01-01,COLL,1120,2
2024-01-01,MIRANDA,1119,1
2024-01-01,RIBAS,1118,1
2024-01-01,VIVES,1118,1
2024-01-01,SALAZAR,1115,2
2024-01-01,BRAVO,1110,2
2024-01-01,GIMENO,1108,2
2024-01-01,PAREDES,1107,2
2024-01-01,ROMAN,1107,1
2024-01-01,BLASCO,1105,1
2024-01-01,VILLANUEVA,1105,1
2024-01-01,VELASCO,1104,1
2024-01-01,ANDREU,1101,1
2024-01-01,MOYA,1098,1
2024-01-01,ANDRES,1095,2
2024-01-01,LI,1089,1
2024-01-01,ROS,1087,2
2024-01-01,GIMENO,1083,1
2024-01-01,VALERO,1076,2
2024-01-01,ESPINOSA,1073,1
2024-01-01,SOLA,1072,2
2024-01-01,ANDREU,1070,2
2024-01-01,PAREDES,1070,1
2024-01-01,SAEZ,1070,1
2024-01-01,VENTURA,1060,1
2024-01-01,SAEZ,1058,2
2024-01-01,CONTRERAS,1053,2
2024-01-01,GUILLEN,1046,2
2024-01-01,IZQUIERDO,1046,1
2024-01-01,VALERO,1046,1
2024-01-01,MIRANDA,1043,2
2024-01-01,SOLA,1039,1
2024-01-01,BIBI,1038,2
2024-01-01,ACOSTA,1037,1
2024-01-01,VENTURA,1037,2
2024-01-01,LARA,1034,1
2024-01-01,VELASCO,1034,2
2024-01-01,CONTRERAS,1026,1
2024-01-01,CARRILLO,1023,2
2024-01-01,COLL,1021,1
2024-01-01,LIU,1019,1
2024-01-01,AGUILERA,1017,1
2024-01-01,VIVES,1017,2
2024-01-01,GUILLEN,1012,1
2024-01-01,SANCHO,1010,2
2024-01-01,AGUILERA,1009,2
2024-01-01,RIBAS,1004,2
2024-01-01,ROMAN,1003,2
2024-01-01,CALDERON,999,2
2024-01-01,MATEO,999,2
2024-01-01,ACOSTA,996,2
2024-01-01,CARDONA,992,1
2024-01-01,MONTES,991,2
2024-01-01,CALDERON,985,1
2024-01-01,FARRE,984,2
2024-01-01,MEJIA,984,1
2024-01-01,SALAS,981,2
2024-01-01,PALACIOS,979,2
2024-01-01,ROBLES,978,2
2024-01-01,LARA,974,2
2024-01-01,ESPINOSA,973,2
2024-01-01,MATEO,970,1
2024-01-01,AVILA,969,1
2024-01-01,SANTIAGO,968,2
2024-01-01,CASANOVAS,964,1
2024-01-01,ESCOBAR,964,2
2024-01-01,SALAS,963,1
2024-01-01,AVILA,961,2
2024-01-01,ESTEVE,960,1
2024-01-01,SANTIAGO,960,1
2024-01-01,ABAD,957,2
2024-01-01,CARBONELL,957,1
2024-01-01,ALARCON,956,2
2024-01-01,ESCOBAR,949,1
2024-01-01,ABAD,948,1
2024-01-01,BONET,947,1
2024-01-01,MONTES,945,1
2024-01-01,VALENCIA,942,2
2024-01-01,ESTEVE,937,2
2024-01-01,OLIVA,937,1
2024-01-01,PEREIRA,937,2
2024-01-01,MEJIA,936,2
2024-01-01,ROBLES,935,1
2024-01-01,SANCHO,933,1
2024-01-01,ALARCON,916,1
2024-01-01,FARRE,916,1
2024-01-01,CHAVEZ,915,2
2024-01-01,CHAVEZ,913,1
2024-01-01,MERINO,910,1
2024-01-01,PADILLA,909,1
2024-01-01,CASADO,907,1
2024-01-01,VALENCIA,907,1
2024-01-01,BORRAS,904,1
2024-01-01,LAZARO,904,2
2024-01-01,CUEVAS,902,1
2024-01-01,PRATS,902,1
2024-01-01,BERNAL,900,1
2024-01-01,BORRAS,897,2
2024-01-01,RAMON,892,1
2024-01-01,APARICIO,890,1
2024-01-01,MALDONADO,890,1
2024-01-01,MALDONADO,890,2
2024-01-01,BERNAL,889,2
2024-01-01,PADILLA,889,2
2024-01-01,PRAT,886,1
2024-01-01,PLA,884,2
2024-01-01,CARDONA,882,2
2024-01-01,LAZARO,882,1
2024-01-01,OLIVA,879,2
2024-01-01,CAMACHO,877,2
2024-01-01,SANS,876,1
2024-01-01,MERINO,871,2
2024-01-01,MIRO,871,1
2024-01-01,CUEVAS,870,2
2024-01-01,MURILLO,868,2
2024-01-01,SIMON,864,1
2024-01-01,CASANOVAS,859,2
2024-01-01,PALACIOS,858,1
2024-01-01,BUENO,857,2
2024-01-01,APARICIO,856,2
2024-01-01,VALLES,855,1
2024-01-01,BONET,853,2
2024-01-01,LOPEZ,853,3
2024-01-01,CAMACHO,852,1
2024-01-01,DA SILVA,852,2
2024-01-01,ZAMORA,851,2
2024-01-01,MURILLO,849,1
2024-01-01,CARBONELL,846,2
2024-01-01,HURTADO,846,1
2024-01-01,WU,842,1
2024-01-01,LUNA,836,1
2024-01-01,SANTAMARIA,836,2
2024-01-01,ASENSIO,834,2
2024-01-01,LORENZO,834,2
2024-01-01,BENITO,833,1
2024-01-01,ASENSIO,832,1
2024-01-01,MIRO,831,2
2024-01-01,PONCE,831,1
2024-01-01,HURTADO,830,2
2024-01-01,MARTINEZ,828,3
2024-01-01,LUQUE,827,1
2024-01-01,ARROYO,821,2
2024-01-01,KAUR,820,1
2024-01-01,MARCO,816,1
2024-01-01,PRATS,816,2
2024-01-01,BUENO,813,1
2024-01-01,PRAT,813,2
2024-01-01,MARCO,811,2
2024-01-01,VARELA,811,1
2024-01-01,CASADO,809,2
2024-01-01,CARDENAS,808,1
2024-01-01,IQBAL,805,1
2024-01-01,JUAN,805,2
2024-01-01,ESTRADA,804,2
2024-01-01,MONTOYA,804,2
2024-01-01,RAMON,800,2
2024-01-01,AMAYA,798,1
2024-01-01,CODINA,795,1
2024-01-01,YE,791,1
2024-01-01,ESTRADA,790,1
2024-01-01,ZAMORA,790,1
2024-01-01,LUQUE,785,2
2024-01-01,ORDOÑEZ,782,1
2024-01-01,RODRIGUEZ,781,3
2024-01-01,ARROYO,779,1
2024-01-01,MIRALLES,779,1
2024-01-01,GUERRA,777,1
2024-01-01,GUERRA,777,2
2024-01-01,MIGUEL,776,2
2024-01-01,LUNA,775,2
2024-01-01,BADIA,773,1
2024-01-01,PONCE,773,2
2024-01-01,BARRERA,769,1
2024-01-01,SIMON,769,2
2024-01-01,ARANDA,764,1
2024-01-01,MATA,764,1
2024-01-01,BARRERA,763,2
2024-01-01,CARDENAS,760,2
2024-01-01,MILLAN,760,2
2024-01-01,PLA,759,1
2024-01-01,ESPINOZA,757,1
2024-01-01,LORENZO,755,1
2024-01-01,CAPDEVILA,754,1
2024-01-01,MILLAN,754,1
2024-01-01,VALLES,754,2
2024-01-01,VARELA,753,2
2024-01-01,MACIAS,751,1
2024-01-01,CARRERAS,749,1
2024-01-01,FERRE,747,1
2024-01-01,ROYO,747,2
2024-01-01,SANTAMARIA,747,1
2024-01-01,PINEDA,745,1
2024-01-01,SANS,745,2
2024-01-01,FERNANDEZ,743,3
2024-01-01,MIGUEL,742,1
2024-01-01,DE LA CRUZ,741,2
2024-01-01,CARRERA,740,2
2024-01-01,MATEU,740,2
2024-01-01,XU,740,1
2024-01-01,BENITO,739,2
2024-01-01,FERRE,739,2
2024-01-01,COLLADO,738,2
2024-01-01,DE LA CRUZ,736,1
2024-01-01,VILLAR,735,1
2024-01-01,MATEU,734,1
2024-01-01,REY,733,2
2024-01-01,ARANDA,732,2
2024-01-01,MACIAS,732,2
2024-01-01,PLANAS,730,1
2024-01-01,REY,730,1
2024-01-01,PINEDA,728,2
2024-01-01,ALVARADO,726,2
2024-01-01,PACHECO,725,1
2024-01-01,JUAN,724,1
2024-01-01,RIUS,724,1
2024-01-01,BERTRAN,723,1
2024-01-01,MATA,723,2
2024-01-01,AYALA,722,1
2024-01-01,PACHECO,722,2
2024-01-01,ROLDAN,722,2
2024-01-01,ZAPATA,722,1
2024-01-01,FIGUERAS,719,1
2024-01-01,GALVEZ,719,2
2024-01-01,HEREDIA,718,1
2024-01-01,PERALTA,718,1
2024-01-01,LLORENS,717,1
2024-01-01,ZAPATA,717,2
2024-01-01,BAUTISTA,716,2
2024-01-01,HEREDIA,716,2
2024-01-01,SORIA,716,1
2024-01-01,MIRALLES,714,2
2024-01-01,MARQUES,713,1
2024-01-01,CATALAN,711,1
2024-01-01,ZHOU,711,1
2024-01-01,QUINTANA,709,1
2024-01-01,ESCUDERO,708,2
2024-01-01,SALINAS,708,1
2024-01-01,FIGUERAS,707,2
2024-01-01,BADIA,705,2
2024-01-01,CODINA,705,2
2024-01-01,CATALAN,703,2
2024-01-01,AYALA,702,2
2024-01-01,BERTRAN,702,2
2024-01-01,CARRERAS,700,2
2024-01-01,ESCUDERO,700,1
2024-01-01,MONTOYA,699,1
2024-01-01,AHMAD,698,1
2024-01-01,PLANAS,698,2
2024-01-01,BAUTISTA,697,1
2024-01-01,SALINAS,697,2
2024-01-01,CASTELLS,696,2
2024-01-01,MUHAMMAD,696,1
2024-01-01,ZAMBRANO,695,1
2024-01-01,CASTELLS,694,1
2024-01-01,ALVARADO,693,1
2024-01-01,ZAMBRANO,693,2
2024-01-01,SALGADO,691,1
2024-01-01,VELASQUEZ,691,2
2024-01-01,VELASQUEZ,690,1
2024-01-01,OLIVER,689,1
2024-01-01,CASALS,688,1
2024-01-01,CASALS,688,2
2024-01-01,REDONDO,688,2
2024-01-01,ANTON,686,2
2024-01-01,ESPINOZA,686,2
2024-01-01,MARCOS,685,2
2024-01-01,CORREA,684,2
2024-01-01,GALVEZ,684,1
2024-01-01,QUINTANA,683,2
2024-01-01,MARCOS,682,1
2024-01-01,EXPOSITO,681,2
2024-01-01,GARRIGA,681,1
2024-01-01,VILLEGAS,681,2
2024-01-01,ORDOÑEZ,680,2
2024-01-01,SORIA,680,2
2024-01-01,LATORRE,679,1
2024-01-01,CAMPS,678,1
2024-01-01,PINTO,678,1
2024-01-01,ROLDAN,677,1
2024-01-01,CAMPS,676,2
2024-01-01,CORREA,676,1
2024-01-01,VALVERDE,675,2
2024-01-01,BERMUDEZ,673,2
2024-01-01,DA SILVA,673,1
2024-01-01,PALAU,672,1
2024-01-01,VALLE,671,1
2024-01-01,COLLADO,669,1
2024-01-01,LATORRE,668,2
2024-01-01,RIVERO,668,1
2024-01-01,LINARES,667,2
2024-01-01,TAPIA,665,1
2024-01-01,PLAZA,664,2
2024-01-01,ANTON,663,1
2024-01-01,AGUIRRE,661,1
2024-01-01,CAPDEVILA,661,2
2024-01-01,RIVERO,661,2
2024-01-01,CACERES,658,1
2024-01-01,LINARES,658,1
2024-01-01,GALINDO,657,1
2024-01-01,LORENTE,657,2
2024-01-01,RICO,655,2
2024-01-01,ROYO,655,1
2024-01-01,CARRERA,654,1
2024-01-01,SABATE,654,1
2024-01-01,PALAU,652,2
2024-01-01,PERALTA,651,2
2024-01-01,GALAN,648,1
2024-01-01,RUEDA,648,1
2024-01-01,LORENTE,647,1
2024-01-01,VALVERDE,647,1
2024-01-01,VILLAR,647,2
2024-01-01,BONILLA,645,2
2024-01-01,KAUR,644,2
2024-01-01,OSORIO,644,1
2024-01-01,REDONDO,642,1
2024-01-01,RUEDA,639,2
2024-01-01,AMAYA,637,2
2024-01-01,JURADO,637,2
2024-01-01,RICO,637,1
2024-01-01,GALINDO,634,2
2024-01-01,NADAL,633,2
2024-01-01,ALCARAZ,631,1
2024-01-01,QUINTERO,629,2
2024-01-01,RIUS,628,2
2024-01-01,COMAS,627,1
2024-01-01,MANZANO,626,1
2024-01-01,PINTO,626,2
2024-01-01,VILLEGAS,624,1
2024-01-01,CONDE,620,2
2024-01-01,LLORENS,620,2
2024-01-01,PALLARES,620,2
2024-01-01,CASANOVA,619,1
2024-01-01,CACERES,618,2
2024-01-01,GONZALEZ,617,3
2024-01-01,AGUIRRE,616,2
2024-01-01,OLIVER,615,2
2024-01-01,NADAL,614,1
2024-01-01,SALGADO,612,2
2024-01-01,JUAREZ,610,1
2024-01-01,RIBERA,607,1
2024-01-01,TRUJILLO,607,2
2024-01-01,VALLE,606,2
2024-01-01,MARQUES,602,2
2024-01-01,PLAZA,601,1
2024-01-01,MANZANO,600,2
2024-01-01,VILLALBA,600,1
2024-01-01,CARVAJAL,599,2
2024-01-01,PALLARES,599,1
2024-01-01,CASTAÑO,596,2
2024-01-01,OSORIO,595,2
2024-01-01,BERMUDEZ,594,1
2024-01-01,OTERO,594,1
2024-01-01,POLO,594,1
2024-01-01,TORRAS,594,1
2024-01-01,COMAS,593,2
2024-01-01,VILLALBA,588,2
2024-01-01,CONDE,586,1
2024-01-01,QUESADA,586,1
2024-01-01,PEREZ,584,3
2024-01-01,MIR,583,1
2024-01-01,FERREIRA,582,1
2024-01-01,BLANCH,581,1
2024-01-01,BURGOS,580,2
2024-01-01,POLO,580,2
2024-01-01,SANTANA,580,2
2024-01-01,FIGUEROA,579,1
2024-01-01,GASCON,578,1
2024-01-01,CASTAÑO,577,1
2024-01-01,OTERO,577,2
2024-01-01,RIBERA,577,2
2024-01-01,GALAN,575,2
2024-01-01,DOS SANTOS,574,2
2024-01-01,PORTA,573,1
2024-01-01,VIÑAS,573,2
2024-01-01,ZHU,573,1
2024-01-01,GARRIGA,571,2
2024-01-01,JURADO,571,1
2024-01-01,YANG,570,1
2024-01-01,BONILLA,569,1
2024-01-01,TAPIA,569,2
2024-01-01,CERVERA,567,1
2024-01-01,ROSELL,567,1
2024-01-01,SABATE,567,2
2024-01-01,HERNANDO,564,2
2024-01-01,JUAREZ,563,2
2024-01-01,PAGES,563,1
2024-01-01,SANTANA,563,1
2024-01-01,VALLEJO,563,2
2024-01-01,DALMAU,562,1
2024-01-01,HERNANDO,562,1
2024-01-01,DUARTE,559,1
2024-01-01,MATEOS,559,1
2024-01-01,PAZ,559,1
2024-01-01,MIR,558,2
2024-01-01,CANALS,557,1
2024-01-01,MESTRE,557,1
2024-01-01,ALSINA,556,2
2024-01-01,NOGUERA,556,1
2024-01-01,NAVAS,555,2
2024-01-01,QUESADA,555,2
2024-01-01,SANDOVAL,555,1
2024-01-01,PAGES,554,2
2024-01-01,PAZ,554,2
2024-01-01,JULIA,553,1
2024-01-01,SOSA,553,1
2024-01-01,TRUJILLO,553,1
2024-01-01,GONZALES,552,1
2024-01-01,GONZALES,551,2
2024-01-01,EXPOSITO,549,1
2024-01-01,ARMENGOL,548,1
2024-01-01,RODRIGO,547,1
2024-01-01,ALBA,546,1
2024-01-01,VALLEJO,546,1
2024-01-01,GUEVARA,545,2
2024-01-01,VELEZ,544,1
2024-01-01,GUEVARA,543,1
2024-01-01,GARCES,542,1
2024-01-01,ESTEVEZ,541,2
2024-01-01,QUINTERO,541,1
2024-01-01,ALCARAZ,540,2
2024-01-01,MARTOS,540,2
2024-01-01,CARVAJAL,539,1
2024-01-01,DALMAU,539,2
2024-01-01,ALSINA,538,1
2024-01-01,BURGOS,538,1
2024-01-01,CERVERA,538,2
2024-01-01,BALLESTEROS,537,2
2024-01-01,SAAVEDRA,537,1
2024-01-01,SANDOVAL,537,2
2024-01-01,FIGUEROA,536,2
2024-01-01,DE LA FUENTE,535,2
2024-01-01,NOGUERA,534,2
2024-01-01,OCHOA,530,2
2024-01-01,GARCES,528,2
2024-01-01,ROSALES,528,1
2024-01-01,ROSELL,528,2
2024-01-01,SAAVEDRA,526,2
2024-01-01,DUARTE,525,2
2024-01-01,BATISTA,524,1
2024-01-01,ESTEVEZ,524,1
2024-01-01,RODRIGO,524,2
2024-01-01,OCHOA,523,1
2024-01-01,VELEZ,523,2
2024-01-01,BARRIOS,520,2
2024-01-01,SEGARRA,520,1
2024-01-01,CASTELLO,519,2
2024-01-01,CUENCA,519,1
2024-01-01,BLANCH,518,2
2024-01-01,LUCAS,518,1
2024-01-01,CUESTA,517,1
2024-01-01,BALLESTER,516,1
2024-01-01,BATLLE,516,1
2024-01-01,POZO,515,1
2024-01-01,SEGARRA,515,2
2024-01-01,BARRIOS,514,1
2024-01-01,ROSALES,514,2
2024-01-01,VIÑAS,513,1
2024-01-01,CLEMENTE,512,2
2024-01-01,DE LA FUENTE,512,1
2024-01-01,BALLESTER,511,2
2024-01-01,BARBA,511,1
2024-01-01,ARENAS,510,1
2024-01-01,ALFONSO,509,2
2024-01-01,AMADOR,509,2
2024-01-01,AZNAR,509,1
2024-01-01,SANCHEZ,508,3
2024-01-01,ALFONSO,504,1
2024-01-01,GUASCH,504,1
2024-01-01,RIPOLL,504,2
2024-01-01,BERMEJO,503,2
2024-01-01,CASANOVA,503,2
2024-01-01,CUESTA,503,2
2024-01-01,LEAL,503,2
2024-01-01,CASTELLO,501,1
2024-01-01,MESTRE,500,2
2024-01-01,BELMONTE,499,1
2024-01-01,CHACON,499,1
2024-01-01,MORAN,498,2
2024-01-01,MESTRES,497,1
2024-01-01,SOLANO,497,1
2024-01-01,RIPOLL,496,1
2024-01-01,SOSA,496,2
2024-01-01,QUISPE,495,2
2024-01-01,ALEGRE,494,1
2024-01-01,AMADOR,494,1
2024-01-01,MORAN,494,1
2024-01-01,CHACON,493,2
2024-01-01,LUCAS,492,2
2024-01-01,ALCANTARA,491,1
2024-01-01,CUENCA,491,2
2024-01-01,MARTOS,491,1
2024-01-01,MATEOS,491,2
2024-01-01,ALCANTARA,490,2
2024-01-01,AMAT,490,1
2024-01-01,BARCELO,490,1
2024-01-01,LLOBET,489,1
2024-01-01,MESA,489,2
2024-01-01,ARENAS,485,2
2024-01-01,AZNAR,485,2
2024-01-01,CANALS,485,2
2024-01-01,SOLANO,485,2
2024-01-01,SOLIS,485,1
2024-01-01,CLEMENTE,484,1
2024-01-01,MORERA,484,1
2024-01-01,BOIX,483,2
2024-01-01,ELIAS,482,1
2024-01-01,NAVAS,482,1
2024-01-01,VERGARA,482,2
2024-01-01,ABBAS,481,1
2024-01-01,DEL RIO,481,2
2024-01-01,VILLA,480,1
